date,month,CLE,WHI,LEW,WRS,SHA,KES,ORO,ANT,FRD,DAV,BUL,ENG,FOL,UNV,LON,ICH,NAT,INV,BLB,NHG,CMN,PAR,DON,BRD,TUL,NML,DNP,HTH,BUC,HID,MIL,SNL,PNF,TRM,SCC,ISB,STP,CCH,PYM,CAS,
12/2003,12,1806200,206500,13808,245306,3345962,22007,2248197,15191,25988,48721,630559,64257,532500,157500,31900,28000,8181,186360,32204,105275,289877,172268,18895,65765,55314,1317700,1480000,253000,17980,11764,253200,1316540,210540,15586,11586,148505,134400,107037,158825,287108,
1/2004,1,1890100,205400,13859,245570,3606500,22186,2458925,14804,26344,46932,610559,64417,554000,139100,29500,25300,8040,212174,46619,116160,310040,166610,10340,48896,55541,1377100,1538170,248128,20964,14545,319100,1664413,265559,15467,11139,151263,130400,104950,165295,302400,
2/2004,2,2106500,205600,14240,261414,3868600,20416,2862905,16275,27500,45780,684929,66712,617300,139400,33800,24900,7998,266414,61939,137735,316840,179610,7427,37058,56486,1442000,1619000,229800,28770,19829,366300,1878476,319830,32585,20254,157904,129900,105252,165688,311630,
3/2004,3,2151696,206094,13639,244699,3905184,20877,3066010,22222,32070,51306,755583,63346,706553,176900,39900,24500,7862,269004,114191,146528,350780,184250,11667,56347,58084,1496373,1680000,230700,32455,24921,440262,2020089,433764,72134,34147,191945,135800,103446,166413,311586,
4/2004,4,2226232,231814,14113,240505,4059792,21313,3048779,23220,32713,52782,781902,67130,630205,225100,52400,33300,8205,258708,111896,140013,357420,175660,27171,70685,60664,1470526,1687000,262900,32937,26791,472520,1768145,508300,104121,39401,203309,141000,100287,160934,309775,
5/2004,5,2192400,236687,14375,234819,3863800,22044,3041820,22928,31270,51703,759636,62864,634746,261500,67400,40800,7602,241832,95534,129705,307970,180510,62998,74659,64784,1395011,1697054,361800,32589,24744,464300,1213592,612582,145440,41472,227733,132600,96563,164510,282176,
6/2004,6,2055135,238343,13823,227087,3360818,22865,2757705,21920,27935,49706,693016,63884,565029,251500,67200,42500,8228,221218,79078,117915,283740,193970,63880,92063,65745,1302186,1677941,356420,25639,17233,359338,719890,408020,95090,33859,206938,125293,93551,165232,277601,
7/2004,7,1878562,237800,13941,219602,2802297,22670,2265364,20167,25749,47223,595306,66736,430309,224700,57400,37800,8252,198401,56313,105046,264700,194770,56522,87486,65757,1204873,1525000,336900,11634,9587,249961,492864,178997,29198,19558,161698,113100,84904,162321,291712,
8/2004,8,1739093,238343,14165,211997,2410369,22026,1885961,18489,23946,44787,517296,65371,390008,192300,45600,31500,8281,188897,43620,93162,250720,192970,45752,71192,65166,1140943,1396748,302900,10815,4931,193093,498397,115564,10157,8937,120476,108200,77445,165790,297017,
9/2004,9,1590953,238183,14165,204571,2182851,21750,1752980,16967,23056,42809,487350,64196,376439,153500,41400,25400,8035,184476,28120,83850,242630,191440,36184,53958,61495,1110106,1331765,269800,10541,4643,181411,670373,114961,9274,5827,98496,106300,71378,160971,297697,
10/2004,10,1415868,237228,14128,199015,2158914,22087,1665639,15971,22797,42426,457150,66807,355407,143756,47677,24900,7787,179890,26586,81610,250720,163640,27167,38323,52874,1134609,1291000,246800,11447,5852,208401,787850,130406,13436,5820,94728,104001,69628,168164,283290,
11/2004,11,1416331,215261,13941,193403,2124248,21562,1604002,15155,23136,41935,440541,63709,326481,157367,38033,24600,8120,180162,27414,80208,243550,170170,12114,45150,42903,1163963,1323000,241600,12073,6680,276078,1057649,160965,13750,7739,94163,104000,68115,159245,262777,
12/2004,12,1488123,211083,13734,213148,2417193,22884,1644209,15045,24675,42371,458491,65627,391157,161820,34506,24700,7946,195662,44142,95426,254230,171250,14683,24929,43504,1214384,1379000,238500,20985,11951,346192,1283146,203618,15991,10318,94083,104000,81049,158825,287108,
1/2005,1,1587582,211562,14165,244040,2832031,22557,1814709,14638,25821,43002,513577,66563,583360,172634,19403,18800,7885,220100,58885,166460,307452,180253,13017,24403,54183,1339810,1572000,249600,70487,42733,415275,1810485,341489,8325,8956,130776,102300,188856,164586,286338,
2/2005,2,1673924,209650,13786,248914,3168056,21050,2023476,14805,25798,43168,575230,65433,609202,167006,19849,15500,7148,234092,82125,194035,336580,183400,14312,25211,50355,1436983,1659000,226300,93178,57459,407907,1968294,435277,22346,15428,145402,103000,188397,167409,307970,
3/2005,3,1841869,205034,14180,246310,3827041,21170,2457576,18239,28321,47720,735733,65961,673908,187831,24588,18600,8461,263676,118369,237391,371740,185620,6026,54320,58319,1578354,1703000,191000,127845,73021,489688,2029615,568026,58813,27234,201509,108900,193222,169553,289321,
4/2005,4,1968968,237927,13941,243199,4207234,21854,2841886,22844,30962,54536,839480,62661,830086,205650,26310,20000,7647,271964,126374,249256,372590,187420,11951,77097,59602,1677612,1638000,185200,134285,77926,414413,1898434,661770,80741,27561,292163,125600,195960,162647,317719,
5/2005,5,2102432,237259,14203,245517,4467986,21526,3495082,23125,33261,59735,938389,70691,959148,266839,70961,41400,6980,272260,126165,253947,397400,189530,61115,93373,64797,1872329,1901000,284900,139145,84371,452023,1696202,880390,171218,38928,489749,172400,195179,168703,316438,
6/2005,6,2149729,238279,14038,240740,4217184,22057,3480532,22490,31557,58640,914373,63785,932812,274713,74455,41800,8144,259962,122502,246304,406540,196350,62952,96208,64150,2039080,2007000,361400,132914,79511,509074,1566575,981516,184017,32019,528885,191100,193253,164371,307667,
7/2005,7,2097515,237228,14210,233693,3639214,23434,3255959,20912,28804,56002,806924,65480,847402,258359,67968,40200,8626,244532,94411,232490,367792,196165,61605,97342,64247,2027123,1943000,355100,118814,67650,454376,1343373,837965,121334,21385,458645,180600,188887,167242,314128,
8/2005,8,1995086,237514,14375,226061,3271767,23053,3032324,19082,26057,53311,734649,65193,743110,216884,60612,36900,8676,227372,61031,218646,327180,193730,54802,86074,65437,1965453,1767000,330500,104042,57357,301400,1197211,611949,24075,6323,360328,175500,184202,157802,314303,
9/2005,9,1890254,237641,13889,218623,3034837,22377,2877345,17711,25243,51764,708042,65278,652327,190948,56375,34900,8181,216730,45753,206172,294870,194220,46681,71680,61272,1933205,1676000,299000,98419,51249,235683,1328065,517030,13693,4960,301379,172000,179997,160212,306410,
10/2005,10,1834100,205947,14375,211614,2855374,22038,2740131,16531,24484,50487,674903,63755,566821,177226,45224,25149,8111,208434,38481,199318,310040,168100,40156,56517,56062,1941019,1635000,267500,91724,45038,233021,1462938,451172,14156,4954,261247,171684,176595,166808,309209,
11/2005,11,1765292,204680,13904,206658,2896041,21872,2615801,15781,24440,49946,638414,64417,516683,167442,44598,25021,8361,208136,38254,174282,305380,168850,34334,45967,54983,1957582,1620000,240430,91571,39413,257249,1627412,459542,17115,5926,244607,171100,174620,158739,309623,
12/2005,12,2022138,209531,13845,296292,3754767,20504,2924550,21314,29667,58343,836422,79064,648549,218169,66442,35025,7270,257948,108232,193136,331480,201390,45959,61427,54078,2026677,1707000,268500,96957,37991,325508,1893469,521383,20039,11139,246550,191600,172830,165777,269163,
1/2006,1,2009460,206654,14233,248302,3586074,19829,2790281,23135,35537,51154,734384,63967,425054,215431,51428,31490,7436,266340,53769,181275,264940,181040,40138,75404,55314,1972250,1664000,268700,111179,47740,395955,2030250,653798,19732,11090,244905,204273,179909,164056,285548,
2/2006,2,2006988,208284,13874,262905,3834224,21587,3007906,24281,40710,56744,759964,73191,445373,214683,49467,31938,7805,268671,89697,191726,265180,176930,25540,78918,56541,2016320,1647000,262600,115051,52915,401670,2019836,719421,25000,16033,248125,207200,180438,164333,273049,
3/2006,3,2102134,214800,14083,251429,3853900,21811,2898959,23485,48623,63364,805695,71062,710214,202837,40649,27898,7857,279942,101206,255072,340100,193540,8532,78054,60132,2074976,1696000,213000,138462,77009,495716,2031649,843444,60450,29608,287980,204100,192511,166108,317719,
4/2006,4,2337753,238407,14195,245570,4057305,21483,3136502,24769,58367,74668,899183,73538,766500,225805,40783,27486,7833,296140,118815,262455,355480,198420,31444,80855,60814,2207572,1829000,199000,141308,83841,327648,2024025,888856,132703,59326,382631,211900,197177,167012,316725,
5/2006,5,2428708,238055,13587,242125,4467101,21392,3479595,23362,55967,72164,937447,70880,927571,264861,72110,41412,8003,287645,128780,262990,380580,196070,59193,81134,64969,2287150,1882000,302200,142846,88404,472938,1897192,919004,180176,49516,412940,221700,197397,165409,316438,
6/2006,6,2277112,239303,13602,236876,4249102,21459,3476472,22806,54143,67436,899915,64394,919072,269005,75275,44191,7674,273300,114270,247888,394760,197570,63905,97327,65970,2349393,2003000,354700,137051,84887,523137,1696202,987117,178397,33132,380455,231100,194804,159097,311870,
7/2006,7,2142491,237482,13823,229275,3784113,22303,3258938,21874,50581,63676,788282,65387,819628,244989,68008,41776,7970,255630,90227,227857,356040,195180,60990,97103,65900,2265720,1934620,358300,120156,73731,473917,1398138,833148,106425,20001,321226,215800,189896,165676,307515,
8/2006,8,1980485,237450,13491,221667,3377701,21110,3014386,20377,45541,60303,722443,67098,733596,203004,58595,35146,7904,237548,62368,206937,340100,192250,57925,84134,65658,2145494,1770484,332700,102045,63607,321145,1235614,589199,31117,12421,266385,208500,184768,163753,294643,
9/2006,9,1794965,237831,14487,215196,3205145,21362,2832969,19016,43076,57721,696553,67907,638842,173891,52052,31063,7847,221388,51881,192975,304340,191160,49441,71223,61177,2056251,1667000,301800,93473,56099,240208,1313144,465361,11109,5620,236191,204200,180203,163350,265740,
10/2006,10,1757826,206242,14128,209043,3119405,21550,2759691,17873,42376,55681,668370,68539,537961,156300,43500,21500,7719,214418,41289,189210,313430,166950,49772,55818,56685,1988087,1611760,270800,83896,49303,241217,1460894,410330,13806,5880,230820,202200,176364,166987,232892,
11/2006,11,1748900,205446,13971,203382,3127097,21653,2679694,17310,42376,54980,655089,68003,487700,151000,46610,21900,7899,214622,40230,175803,311870,165340,36723,47446,55175,1994488,1597000,249200,84111,42558,252957,1651022,434823,17020,6782,225877,202100,173083,161196,204629,
12/2006,12,1785806,204592,13859,211017,3334767,21277,2792688,16961,42631,54632,687888,70322,481588,155600,50113,22400,8144,220096,46361,171954,322390,162930,21417,39287,56289,1992391,1599851,230700,85038,39078,248360,1922081,467951,22931,9447,226590,201700,170639,160039,158553,
1/2007,1,1800502,205063,14195,208404,3374275,21116,2794559,16399,42806,49706,674620,63444,468362,167800,45028,22700,7476,220100,35433,169972,318950,161050,15434,22479,56040,1976860,1607000,219000,85808,39949,237424,1942573,492237,14880,10861,223253,198100,168036,156906,181988,
2/2007,2,1899894,205741,13918,247610,3772193,21465,3009314,17598,43907,51032,744239,66862,589367,186200,48405,24600,8050,236396,58200,187849,307450,176490,12782,22457,56905,2001123,1644000,224700,89163,43701,208890,1895951,513109,24523,16704,221631,194600,167431,160797,222160,
3/2007,3,2028563,206978,13580,244356,4010994,20919,3123325,21296,45136,52256,809782,63610,693272,212800,49874,29100,7932,231644,77691,191471,305380,181920,23022,26270,56246,1978510,1641278,253500,91237,47833,246221,1792436,559505,52283,25250,225806,190400,165462,167792,267078,
4/2007,4,2065612,238439,14046,241732,3901137,20293,3077733,23078,45779,51764,856834,66062,739574,242400,59982,37200,8158,208468,70432,187849,288560,183000,45452,32200,60664,1908906,1609590,302100,91794,45128,294948,1566575,640041,88158,31986,231253,185100,162453,166770,300145,
5/2007,5,1954356,238279,14091,236696,3601174,21744,2965185,22676,42109,50487,852806,62849,787214,262684,67726,42700,7733,172960,59993,178374,266870,193450,62698,53002,65277,1778198,1611760,361000,83348,38197,347477,1023273,698332,129315,34066,240969,166900,158842,161345,308903,
6/2007,6,1851615,237641,13956,229073,3140631,21866,2643746,21108,38149,48189,804072,63565,655931,254033,66480,42900,8087,138852,52921,165751,252350,191090,61909,60694,64477,1673235,1524598,351900,65293,27790,300218,509533,507521,91194,21529,210060,160100,154264,162408,269786,
7/2007,7,1691696,236465,14068,221076,2559821,22396,2194341,19287,35394,45780,725698,64947,489539,224061,57282,40300,7885,111350,46502,151711,230450,195600,51135,52530,65548,1573370,1400645,324900,32839,18064,225876,411629,266613,34874,6097,158131,156300,146891,161183,264724,
8/2007,8,1554134,237482,14128,213436,2133899,22390,1823397,17422,32385,43250,656767,65534,375647,188261,49694,38314,7764,83961,36246,136431,219480,186690,38341,46304,64563,1491552,1301072,294000,16490,10575,186410,476786,186556,14253,4729,126193,152300,138623,159060,296189,
9/2007,9,1461120,236624,14315,206446,1879144,22545,1568222,15774,31038,41610,617540,65503,323046,166825,42970,37688,8158,67610,23435,127113,213630,178940,33581,35530,62310,1436983,1266000,262700,16175,10361,200237,639414,185394,11896,3580,114291,149500,132392,166159,313096,
10/2007,10,1427114,206301,13941,200648,1800690,21927,1446394,14531,30700,41772,585715,64089,284151,148503,42570,28436,7652,61589,21295,123217,213950,164450,29009,27529,57557,1427769,1239501,232900,15956,10219,170872,811518,190288,11875,3211,108682,149218,126756,157581,296889,
11/2007,11,1358783,210634,14479,193741,1729679,21580,1275358,13411,30526,41502,545297,63800,237321,136036,41338,25641,7341,60302,20466,120574,211560,166090,19599,23087,55661,1436349,1221812,204200,15845,10347,159822,1038843,198946,13792,3520,107179,147700,123327,155354,264167,
12/2007,12,1375252,205240,13948,194102,1784100,20598,1227133,12424,30537,41935,528218,64013,222474,128157,41261,25014,7575,61651,20727,119093,199270,170560,13182,20822,53984,1451235,1221812,179256,16118,11152,180700,1313034,216165,19503,6166,107443,146300,121505,162973,259359,
1/2008,1,1420737,208165,13624,249128,2179031,22032,1329605,11974,31379,43972,545463,63610,277762,127900,40850,24600,7139,93426,56047,138563,200860,176260,7640,21525,58375,1488589,1290962,169968,22395,17382,217888,1542231,268992,32190,8588,115307,147200,189407,163640,306323,
2/2008,2,1485847,211562,14001,251671,2641041,21319,1449003,11759,31812,44364,575202,64333,371436,128718,29460,21129,7847,121556,60272,156506,206880,174220,6770,22230,55476,1531046,1367788,168044,35203,29360,263601,1774814,345742,40292,19695,131230,144500,194461,136402,312242,
3/2008,3,1593325,211173,13874,244514,2990558,20194,1676803,14488,34013,46412,646484,63195,451461,149476,28666,20875,7584,125050,86198,157768,210980,179990,6628,29306,56279,1488312,1363961,164196,38464,34553,284919,1690949,355727,42836,12969,152042,141200,195991,157409,269625,
4/2008,4,1669794,238375,14158,239387,2954112,22859,1707115,17784,36200,49019,695857,64639,536798,188445,42592,27216,7876,100624,91933,150000,200140,174370,11869,45053,63616,1410347,1385108,166500,39150,33058,257445,1464301,415266,92762,22819,191044,142600,195117,163300,288526,
5/2008,5,1664383,237991,14068,233949,2806832,21744,1765513,19245,34481,49198,755556,63233,617057,234824,64796,39072,8176,83858,80410,139314,175758,189556,52319,59824,65252,1351193,1344952,317200,39140,28232,403448,1103441,529642,168636,32295,251900,148200,191738,159728,298421,
6/2008,6,1556470,236433,14524,226161,2402186,20770,1521481,18531,31913,47106,719116,64417,472791,239779,66217,41885,8195,61123,70370,126348,162910,187140,61834,81416,65572,1285061,1347790,357602,29234,19674,332747,667409,414491,133222,13692,251445,140500,187697,160784,297804,
7/2008,7,1402847,237577,14390,217404,1905819,22739,1296076,17381,29858,44729,639565,65511,348372,222408,56101,39238,8456,40310,58173,111838,150660,180111,56470,68064,66044,1200743,1223572,342576,17084,10310,215030,431820,182384,35569,7607,203175,131400,182085,162283,305869,
8/2008,8,1264440,232351,14038,208806,1570784,22507,1127759,16177,27202,42044,567818,62811,300287,194973,47760,35360,7998,28418,37924,96975,150490,173960,40120,56114,64772,1131486,1110427,308200,11313,5254,227723,269655,128624,13599,5359,144323,123100,177233,165892,296635,
9/2008,9,1136968,231625,14285,201896,1384481,21927,1097190,15229,26192,40009,522525,69215,269825,170758,41349,32356,8078,20710,22942,87379,145770,162520,30696,38318,61107,1099283,1053229,275850,11027,4945,198722,236625,121142,11241,4171,121768,115700,173280,163489,267699,
10/2008,10,1033436,205034,14330,195119,1282770,21799,1029201,14409,25379,38884,488384,65837,234433,157669,40230,31977,7391,19750,22914,83167,145000,159390,25779,25375,52646,1103728,1026576,245549,10865,4850,169324,254136,122401,11666,3580,111237,112725,168700,163224,228972,
11/2008,11,995449,207274,14263,189515,1331169,20581,999087,14189,25447,39144,475970,66008,209395,147496,40695,29503,8035,19509,22484,80051,138560,166530,24905,25131,43177,1123012,1035928,240260,10885,4770,179806,410393,152883,21393,4901,110831,107900,166693,160859,237071,
12/2008,12,978437,205535,14046,186512,1361975,21199,981102,13922,25515,39222,460199,64632,217975,141947,40306,27413,7670,19648,22086,79562,137200,167220,18985,21716,37473,1145886,1045000,224345,11292,4719,193948,480017,178688,16313,7146,116888,101300,164678,167639,246316,
1/2009,1,981678,205653,14120,181141,1416145,21587,1020262,14182,25749,39092,476213,65309,245599,149886,43640,27507,7539,19670,22793,81472,141640,175170,20939,27626,45265,1167778,1098972,243100,14126,8890,228577,701877,227437,34948,11797,124967,94600,162558,166070,253180,
2/2009,2,1032710,211083,14195,212284,1960458,22371,1360571,16001,26291,40566,575030,62146,422261,157042,44010,28871,8087,31712,38960,94107,156580,175640,15061,34750,55552,1207877,1199959,236196,20628,15549,298397,820771,286082,34525,20066,131533,91232,167264,165498,275177,
3/2009,3,1193799,212939,14001,228897,2880614,20019,1977695,21647,28617,46903,772971,61812,745863,180282,35201,28436,7670,47564,75507,119117,202460,178480,12090,51894,56387,1288019,1346844,243668,27293,23085,390861,1006276,356955,63785,29504,143517,89700,168791,167716,280406,
4/2009,4,1261792,238375,14465,225487,2998247,21199,2055092,23352,29827,49736,817896,61746,780450,212568,43439,31825,8007,48965,79909,114132,230340,177820,28065,69222,60895,1270338,1419267,286350,29073,27258,486005,959210,457675,114653,37995,170598,96947,166379,167741,255107,
5/2009,5,1290909,239015,13978,224391,3118941,20135,2282265,22788,27486,50850,929339,64693,933141,263378,67227,42739,8511,48991,90972,107075,318090,198750,61061,96989,64772,1333235,1716331,348600,29924,32187,518081,710595,745662,182839,39055,249178,125100,162287,168780,256221,
6/2009,6,1263804,237641,14135,217964,2797114,22651,2057141,22287,26015,49377,860003,65736,855287,262684,68271,43030,8401,36394,90546,95122,330250,195360,63342,97263,64065,1299636,1761177,360360,28812,28433,520039,350801,605243,109448,39055,234224,128000,158271,166528,252074,
7/2009,7,1149502,237768,14038,210136,2325795,22557,1553150,20779,23646,46845,758088,64509,601048,243736,62545,40284,8446,16374,70930,80858,329580,188450,52358,90089,65800,1224270,1629000,349770,17000,20190,430079,380491,347255,31789,10261,178442,123400,152520,164839,237503,
8/2009,8,1024818,235798,14457,202870,1936123,21958,1383116,19194,21602,44280,652426,67613,451610,216054,53639,35164,8451,15168,52387,69155,329540,177752,52260,62977,65800,1157550,1513185,319790,13189,18627,350917,401559,211627,11862,6424,131079,116100,147438,166604,214626,
9/2009,9,919010,229214,13631,195912,1773947,21386,1336524,17413,20841,42371,613539,67756,411575,184956,46471,33330,8040,14164,37353,61157,322320,167940,54635,33003,61613,1108410,1443060,291840,12893,18337,350447,421203,199699,9615,4967,102240,111900,142479,165930,199640,
10/2009,10,905325,226815,13882,191564,1707930,21787,1290389,16423,20600,41342,586166,65263,347298,155907,48534,30619,7988,13401,32614,58804,289310,168320,42401,26929,56170,1103882,1413366,282348,13284,18445,327309,502230,265793,17958,6409,103352,112100,139066,168151,208050,
11/2009,11,900112,206536,13764,184390,1673687,21580,1136561,15601,20275,40698,554042,64295,284372,148740,47923,29192,8252,12661,29050,55900,281380,170250,27830,33590,55218,1115658,1406506,264312,13307,18050,190111,605139,284867,14112,7030,102282,110700,135775,165460,223123,
12/2009,12,908570,204739,13918,182111,1777112,21909,1029538,14819,20369,41260,546229,62206,264286,150625,48392,23529,8341,13078,30366,56730,278470,169490,16073,22827,55975,1164679,1427165,252966,16408,20218,207364,873682,340322,14301,7399,110606,108940,134946,163338,258160,
1/2010,1,1040368,229746,14038,245675,2596882,20487,1190456,14928,20738,42398,581557,64901,321671,166114,36843,24321,7904,45956,39233,82806,286420,173770,8284,21045,59750,1219849,1490556,268193,24827,28802,241400,1159828,415858,12621,9146,123361,108023,154101,166770,263392,
2/2010,2,1173093,211442,14218,253179,3380147,21014,1385646,15540,21261,42864,615691,68146,418632,160459,38776,25245,7517,62100,45243,99914,303945,168842,8399,23566,57402,1234122,1552889,272454,36779,42503,305297,1439270,504494,23000,21250,144538,104835,166379,168190,280345,
3/2010,3,1302905,213783,14023,248728,3868648,22683,1650006,18250,23312,45981,684245,65666,562043,182158,44107,27330,7409,76170,81652,121991,325780,167580,17988,24556,56127,1267408,1645686,263256,50472,58297,420986,1715110,582712,42492,7624,169223,95820,175301,167754,269525,
4/2010,4,1486925,228588,14180,250518,4390774,21659,2113554,23210,27071,53749,807019,66563,823244,204396,44220,27278,7584,95337,122874,145289,350230,178590,44569,29476,59032,1276719,1744978,265368,62226,70312,349702,1668806,671547,104720,30355,212043,100589,178017,168575,259891,
5/2010,5,1527583,234908,14053,245121,4464744,21732,2493582,23012,29348,57525,902823,65433,905419,241494,49517,32081,8148,99227,127553,147717,352370,193600,58344,75087,65560,1290558,1902345,205400,66455,66900,192216,1447635,728160,144055,38611,254486,121633,175844,169927,247005,
6/2010,6,1766229,238535,13793,239621,4279177,22439,2719225,22416,27914,56679,923919,64356,923096,262406,68384,42595,8040,94098,117761,139932,392500,198680,62919,97255,64661,1419401,2009383,350355,62711,62246,475269,1185237,905201,180601,40807,331267,149459,171900,164308,249928,
7/2010,7,1733805,236751,14479,232469,3841140,22865,2408098,20957,25896,53937,783914,62819,753671,245383,61492,42672,8261,86995,94086,128469,362030,192400,55847,96280,64674,1372374,1903600,354500,49427,46419,423900,903601,712011,89592,23209,294060,145200,167514,167025,255517,
8/2010,8,1642338,238023,14292,225212,3491704,22260,2040149,19236,23247,51215,664341,63709,656485,216865,52508,41713,8421,79760,63173,117353,339490,191500,39301,84059,65708,1307388,1755379,321500,45827,36255,314279,774865,459036,20811,7730,211974,137835,158882,166184,258868,
9/2010,9,1557699,237800,14390,218599,3318779,22118,1755185,17711,22038,49079,625263,65914,624242,184582,45620,40590,8087,75982,49793,108938,317630,186940,37972,59764,60745,1275964,1660075,292760,45320,33594,247466,788588,356716,10109,5720,170118,131600,152855,164308,259734,
10/2010,10,1494595,218081,13764,216480,3272489,19656,1701643,17040,22020,48841,618636,63187,601842,199095,51157,34290,7688,76221,40574,105413,280880,170230,48760,41612,54513,1280677,1643481,319412,45278,34076,210073,911061,351410,14915,5926,157106,134321,149111,169992,285714,
11/2010,11,1535623,205417,13956,214689,3224150,21050,1637776,16115,21913,48989,626021,66078,550473,197356,46458,30993,7843,77360,23407,109641,266860,165100,37423,48869,55574,1317054,1665634,314130,46170,35270,291600,1142743,409119,22373,8881,157561,136412,146533,166439,279421,
12/2010,12,1705267,206743,14270,258749,3489195,19333,2180485,19118,23553,52938,737391,70461,442338,212743,44169,29783,7885,99184,35198,166194,245900,192990,42051,53889,55368,1479909,1716331,299025,77417,49397,438040,1532646,634048,63746,42759,234732,143868,166543,164321,295616,
1/2011,1,1821252,199868,13956,245622,3490198,21116,2439164,20132,24896,53030,696669,63952,479495,184984,46646,26981,7602,108420,38668,182424,246360,194500,29311,56033,55607,1601177,1624829,284348,98448,41281,396666,1904771,646436,36956,17266,219595,148800,175558,168446,288965,
2/2011,2,1891232,204769,13896,249341,3784113,20961,2684110,22844,26232,54980,689598,64402,613472,159929,49780,22828,7368,123948,51279,217411,288930,191680,18057,52592,57725,1693879,1639078,237379,120584,53881,407353,2006021,686619,19141,17296,203175,153300,181770,168408,292743,
3/2011,3,2107961,234685,13683,273450,4032173,18912,2839996,23352,32036,60639,785677,70839,634655,161508,35970,18743,7710,177800,56047,225578,326970,199420,16020,68264,57005,1940802,1726603,209361,127649,65197,431179,2034956,778992,93535,42267,245129,163180,195548,168074,309949,
4/2011,4,2314499,226162,14360,245306,4266264,22620,3305375,23362,47038,72869,883998,70469,750607,188403,27983,18527,7476,192527,113317,241806,292720,199400,53378,79355,62441,1985990,1583721,239240,135496,64660,228516,2026311,662570,88050,38246,319065,191809,195396,169411,313798,
5/2011,5,2271977,239335,13823,239933,4486848,22445,3399667,23003,53693,75161,914374,70716,880086,221800,35683,24020,7575,191933,129715,243044,306670,198910,58540,80721,65191,2091766,1722032,254700,143332,66384,276557,1830803,705957,128090,38623,332326,209300,195396,166350,309340,
6/2011,6,2419365,239239,13381,236954,4401530,23358,3515021,22984,55491,74104,955576,71492,928445,261679,65307,40537,7544,190382,118004,234951,409730,199710,60151,93169,65970,2300383,1917201,345600,142690,61433,484031,1824920,963255,181026,39736,359778,230200,194065,165574,309862,
7/2011,7,2377451,237704,14113,230412,4034923,23066,3499471,22564,52419,71700,866097,65047,932156,249608,66728,41003,8125,183453,95316,217891,394470,193820,63855,97342,66020,2275641,2015820,363200,135614,47290,492482,1685702,910032,136823,40021,337194,220100,189937,163703,297740,
8/2011,8,2279757,236370,14457,223993,3619135,22758,3308537,21611,47439,68439,730542,62781,839351,223107,55388,35776,8476,173110,63579,202037,340240,190400,54496,86040,65634,2142033,1780998,352500,125179,36828,423071,1492906,713969,51222,27830,281565,210100,185175,167908,293312,
9/2011,9,2166835,224891,14375,217525,3341094,22570,3044665,20527,44706,66017,701244,66086,740360,190831,44595,31298,8301,163380,52794,189655,307840,183440,43883,63573,62202,2052200,1632490,331978,117856,31432,356060,1516179,614073,10439,12121,223466,205998,180986,164144,284056,
10/2011,10,2065316,206654,14330,212141,3226770,20722,2895802,19541,43948,64578,688133,65224,577381,168868,46938,31599,8050,161430,43417,186146,273430,163300,31112,59556,56398,1944064,1581579,317711,115051,27540,279536,1721469,555635,22503,7086,168329,201138,177502,167985,278295,
11/2011,11,1974863,205594,14307,206752,3150229,21854,2806607,19008,43620,63676,665965,65953,481277,158576,45783,31559,8416,160410,42544,172829,250600,172200,28652,39272,55823,1962608,1579440,300505,107403,28459,298718,1759187,552805,20216,10688,168388,199982,175472,167588,283043,
12/2011,12,1935848,204268,13830,199038,3094584,19384,2545085,18299,43293,62300,643088,62751,415871,149343,44473,31432,8209,159930,36807,167171,255110,167080,23554,25479,56784,1974661,1576236,290010,100413,29351,330739,1928320,557009,14224,13458,167202,198893,173144,168459,277131,
1/2012,1,1956354,205063,14120,205836,3107334,21193,2544960,18299,43742,62540,648858,64234,413115,153224,49002,33031,7866,164040,36606,168182,250020,176660,19464,25170,56138,1972469,1525639,285300,102366,32451,316892,1938318,584474,27985,20074,170538,199821,171086,166923,283869,
2/2012,2,1959502,205446,13971,203429,3169235,20235,2519738,18489,44098,62472,650976,62969,387440,155622,50473,33960,7899,165660,37719,168509,240570,166730,10902,38948,56508,1964905,1514220,274237,103306,34484,289939,1721829,597594,40080,25542,168152,199757,168707,165955,290368,
3/2012,3,2086500,224799,14173,235409,3853414,22254,2942669,21929,45429,65734,817167,67494,664005,195218,56738,34025,7843,183816,77790,183514,228450,188080,13125,45085,57792,1981590,1522518,280000,107208,40863,294593,1763906,641243,64544,36739,170958,201556,167403,168446,292553,
4/2012,4,2338231,233581,13859,247398,4440094,21356,3422147,23362,46612,69487,930228,70650,933361,247068,66367,39871,7946,196619,115148,200135,251240,198390,49411,55929,60178,1945044,1652315,334282,112524,48227,370083,1646764,743656,131225,55302,200846,208651,167597,166630,296359,
5/2012,5,2324285,236910,13793,243856,4299311,21659,3499941,22788,43701,68188,946445,64885,926152,260157,66166,42322,8181,167580,101169,191630,292840,195270,61909,75385,66069,1837855,1672350,358784,110237,46135,433210,1306689,815358,177405,64909,215349,203600,163992,168061,308036,
6/2012,6,2209198,237069,14292,237651,3880716,21915,3225696,21774,40449,65734,895539,65922,815189,257361,66131,42459,8506,136472,76611,179420,293860,192730,62571,73970,65166,1735018,1577303,350355,93501,36717,416400,856617,597683,128364,54277,170178,188817,159016,166566,299104,
